site,site.abbrev,plot.treat,plot.orient,species,quad,grid,treat,bloom.start,bloom.end,date.harvest,num.flowers,num.fruits,height,leaf.length,X.stems,X.leaves,num.sharpie.flowers,fruit.collected,dev.seed1,undev.seed1,weight.1,dev.seed,undev.seed,seed.weight
AveryPicnic,AP,control,south,Fragaria virginiana,8,B,open-hand,07/10/2019,7/19/19,,2,2,,3.7,,3,,,,,,74,,
AveryPicnic,AP,control,south,Fragaria virginiana,9,O,open,07/05/2019,7/19/19,,4,0,,3.7,,3,,,,,,0,,
AveryPicnic,AP,control,south,Fragaria virginiana,9,N,open-hand,07/10/2019,7/16/19,,6,1,,4.1,,5,,,,,,10,,
AveryPicnic,AP,control,south,Fragaria virginiana,10,E,open,07/05/2019,7/19/19,,3,0,,3.7,,3,,,,,,0,,
AveryPicnic,AP,control,south,Fragaria virginiana,26,H,open,07/05/2019,7/19/19,,2,1,,5,,2,,,,,,14,,
AveryPicnic,AP,control,south,Fragaria virginiana,29,N,open,07/05/2019,7/19/19,,2,1,,5,,5,,,,,,9,,
RustlersGulch,RG,control,north,Fragaria virginiana,2,P,open,07/10/2019,7/17/19,,3,0,,2,,6,,,,,,39,,
RustlersGulch,RG,control,north,Fragaria virginiana,2,M,open-hand,07/05/2019,7/17/19,,2,0,,2.5,,4,,,,,,27,,
RustlersGulch,RG,control,north,Fragaria virginiana,3,P,open-hand,07/05/2019,7/19/19,,3,0,,2.4,,4,,,,,,33,,
RustlersGulch,RG,control,north,Fragaria virginiana,5,J,open,07/10/2019,7/19/19,,3,0,,1.5,,3,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,6,L,open-hand,07/05/2019,07/10/2019,,3,0,,2.6,,3,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,9,L,open,07/10/2019,7/17/19,,3,0,,2,,5,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,13,I,open,07/10/2019,7/17/19,,3,0,,2.2,,4,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,13,M,open-hand,07/05/2019,7/17/19,,3,0,,2.5,,5,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,15,L,open,07/10/2019,7/17/19,,5,0,,3.3,,3,,,,,,53,,
RustlersGulch,RG,control,north,Fragaria virginiana,15,G,open-hand,07/10/2019,7/17/19,,2,0,,2.8,,3,,,,,,31,,
RustlersGulch,RG,control,north,Fragaria virginiana,18,C,open,07/10/2019,7/17/19,,1,1,,2.5,,3,,,,,,29,,
RustlersGulch,RG,control,north,Fragaria virginiana,18,O,open-hand,07/10/2019,7/19/19,,4,0,,1.8,,2,,,,,,28,,
RustlersGulch,RG,control,north,Fragaria virginiana,20,O,open,07/10/2019,7/19/19,,3,0,,1.5,,2,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,20,I,open-hand,07/10/2019,7/19/19,,3,0,,3.8,,5,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,28,P,open,07/10/2019,7/17/19,,3,0,,2.6,,4,,,,,,0,,
RustlersGulch,RG,control,north,Fragaria virginiana,28,F,open-hand,07/10/2019,7/17/19,,3,2,,3,,5,,,,,,22,,
AveryPicnic,AP,manip,north,Fragaria virginiana,7,N,open,6/28/19,7/19/19,,3,1,,1.5,,3,,,,,,8,,
AveryPicnic,AP,manip,north,Fragaria virginiana,8,L,open,07/02/2019,7/19/19,,2,1,,3.3,,5,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,9,A,open-hand,07/05/2019,07/12/2019,,3,0,,2.4,,3,,,,,,60,,
AveryPicnic,AP,manip,north,Fragaria virginiana,11,K,open,6/28/19,7/19/19,,2,0,,2.9,,5,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,11,G,open,07/02/2019,7/19/19,,2,1,,3.5,,2,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,12,D,open-hand,07/05/2019,7/19/19,,8,0,,3.5,,4,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,13,H,open-hand,07/05/2019,7/16/19,,4,0,,2.8,,5,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,14,I,open-hand,07/05/2019,07/12/2019,,3,0,,2.3,,4,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,14,O,open-hand,07/05/2019,07/12/2019,,3,0,,2.8,,3,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,15,G,open,07/02/2019,7/19/19,,4,0,,2.2,,4,,,,,,0,,
AveryPicnic,AP,manip,north,Fragaria virginiana,15,N,open,,,,4,1,,1.3,,7,,,,,,47,,
AveryPicnic,AP,manip,north,Fragaria virginiana,15,D,open-hand,07/05/2019,07/12/2019,,2,1,,3.6,,4,,,,,,8,,
AveryPicnic,AP,manip,north,Fragaria virginiana,16,M,open,07/02/2019,7/19/19,,4,1,,5.5,,5,,,,,,56,,
AveryPicnic,AP,manip,north,Fragaria virginiana,24,M,open-hand,07/05/2019,7/19/19,,2,1,,4.2,,5,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,1,I,open,07/02/2019,07/12/2019,,3,0,,2.1,,4,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,1,J,open-hand,07/02/2019,07/10/2019,,2,0,,3.5,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,3,I,open-hand,07/02/2019,7/17/19,,4,0,,3.1,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,4,J,open,07/02/2019,7/17/19,,3,0,,4.7,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,8,N,open,07/02/2019,07/12/2019,,4,0,,3.5,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,8,N,open-hand,07/02/2019,07/12/2019,,3,0,,3.3,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,9,O,open,07/02/2019,07/12/2019,,4,0,,3,,2,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,10,M,open,07/02/2019,07/12/2019,,2,0,,3.3,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,10,O,open-hand,07/02/2019,07/10/2019,,1,0,,3,,4,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,15,O,open,07/02/2019,7/17/19,,3,0,,2.6,,5,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,19,H,open-hand,07/10/2019,7/17/19,,1,0,,2.5,,2,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,20,O,open,07/02/2019,07/12/2019,,3,0,,2.5,,2,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,23,K,open-hand,07/10/2019,7/19/19,,5,0,,3,,2,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,25,F,open-hand,07/10/2019,7/17/19,,3,0,,4,,3,,,,,,0,,
RustlersGulch,RG,manip,south,Fragaria virginiana,29,A,open-hand,07/10/2019,07/12/2019,,4,3,,2.8,,3,,,,,,100,,
StupidFalls,SF,control,north,Geum triflorum,11,O,open,07/02/2019,NA,7/23/19,3,NA,27.8,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Geum triflorum,20,D,open,6/25/19,NA,NA,3,NA,23.6,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Geum triflorum,20,D,open,07/02/2019,NA,NA,3,NA,20.6,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Geum triflorum,20,D,open,07/02/2019,NA,NA,3,NA,19.4,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Geum triflorum,20,G,open,07/02/2019,NA,NA,3,NA,27.6,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
StupidFalls,SF,control,north,Geum triflorum,29,L,open,6/25/19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,8,J,open,6/18/19,NA,NA,3,NA,13.2,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,8,M,open,6/25/19,NA,7/23/19,1,NA,30,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,8,N,open,6/18/19,NA,NA,3,NA,14.9,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,21,A,open,6/25/19,NA,7/23/19,4,NA,24.7,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,25,D,open,6/25/19,NA,NA,3,NA,28.9,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA
StupidFalls,SF,manip,south,Geum triflorum,25,O,open,6/25/19,NA,7/23/19,3,NA,22.2,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,2,H,open,07/05/2019,07/12/2019,7/30/19,35,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,9,M,open,07/05/2019,7/16/19,7/30/19,49,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,10,D,open-hand,07/05/2019,07/12/2019,7/30/19,42,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,11,H,open,07/05/2019,7/16/19,7/30/19,25,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,13,N,open,07/05/2019,7/16/19,7/30/19,15,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,13,N,open-hand,07/05/2019,07/12/2019,7/30/19,37,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,13,N,open-hand,07/05/2019,7/16/19,7/30/19,33,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,14,L,open,07/05/2019,07/12/2019,7/30/19,29,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,19,K,open,07/05/2019,7/16/19,7/30/19,41,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,19,A,open-hand,07/05/2019,7/16/19,7/30/19,9,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,21,G,open,07/05/2019,07/12/2019,7/30/19,32,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,21,B,open-hand,NA,07/12/2019,7/30/19,34,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA
403Bench,403B,control,south,Hydrophyllum capitatum,28,C,open,07/05/2019,07/12/2019,7/30/19,45,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,3,I,open,07/02/2019,07/10/2019,7/19/19,35,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,3,B,open,07/02/2019,07/10/2019,7/19/19,27,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,7,G,open,07/02/2019,07/10/2019,7/19/19,40,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,9,G,open,07/02/2019,07/12/2019,7/19/19,24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,13,A,open-hand,07/02/2019,07/12/2019,7/19/19,31,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,14,C,open-hand,07/05/2019,7/16/19,7/19/19,39,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,16,B,open-hand,07/02/2019,07/10/2019,7/19/19,27,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,19,P,open,07/02/2019,07/10/2019,7/19/19,14,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,22,M,open,07/02/2019,07/10/2019,7/19/19,20,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,25,C,open,07/02/2019,07/12/2019,7/19/19,37,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
403Bench,403B,manip,north,Hydrophyllum capitatum,27,J,open,07/02/2019,07/10/2019,7/19/19,33,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
403Bench,403B,control,south,Lathyrus lanszwertii,2,D,open,NA,NA,,4,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,11,B,open,NA,NA,,1,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,16,N,open,07/12/2019,NA,,9,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,19,K,open,07/12/2019,7/23/19,,3,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,2,B,open-hand,NA,7/30/19,,3,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,11,O,open-hand,NA,7/30/19,,5,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,14,F,open-hand,NA,7/30/19,,3,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,19,B,open-hand,07/12/2019,7/30/19,,10,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,22,M,open-hand,07/12/2019,NA,,8,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,26,O,open-hand,07/12/2019,7/23/19,,7,0,,,,,,,,,,0,,
403Bench,403B,control,south,Lathyrus lanszwertii,27,A,open-hand,07/12/2019,7/23/19,,6,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,2,C,open,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,5,J,open,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,14,K,open,07/12/2019,7/19/19,,6,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,24,N,open,07/12/2019,7/19/19,,7,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,27,D,open,07/12/2019,7/19/19,,3,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,29,N,open,07/12/2019,7/19/19,,2,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,30,F,open,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,3,O,open-hand,07/12/2019,7/16/19,,6,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,5,G,open-hand,07/12/2019,7/16/19,,2,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,14,J,open-hand,07/12/2019,7/16/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,24,J,open-hand,07/12/2019,7/16/19,,2,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,27,E,open-hand,07/12/2019,7/16/19,,4,1,,,,,,,,,,1,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,28,O,open-hand,07/12/2019,7/19/19,,3,0,,,,,,,,,,0,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,29,B,open-hand,07/12/2019,7/19/19,,4,2,,,,,,,,,,2,,
AveryPicnic,AP,control,south,Lathyrus lanszwertii,30,I,open-hand,07/12/2019,7/19/19,,3,1,,,,,,,,,,1,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,20,B,open,7/19/19,7/26/19,,4,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,20,M,open,7/19/19,NA,,4,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,24,J,open,7/17/19,7/24/19,,2,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,25,P,open,7/17/19,7/24/19,,4,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,28,A,open,7/17/19,7/26/19,,2,2,,,,,,,,,,2,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,29,E,open,7/17/19,7/24/19,,3,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,30,A,open,7/17/19,7/26/19,,2,2,,,,,,,,,,2,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,30,O,open,NA,7/19/19,,1,1,,,,,,,,,,1,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,2,B,open-hand,7/17/19,7/31/19,,4,4,,,,,,,,,,4,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,5,J,open-hand,7/17/19,7/31/19,,10,3,,,,,,,,,,3,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,5,D,open-hand,7/19/19,7/26/19,,6,2,,,,,,,,,,2,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,21,B,open-hand,7/17/19,7/19/19,,2,0,,,,,,,,,,0,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,22,H,open-hand,7/17/19,NA,,11,2,,,,,,,,,,2,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,28,E,open-hand,7/24/19,7/31/19,,3,1,,,,,,,,,,1,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,29,L,open-hand,7/17/19,7/31/19,,8,3,,,,,,,,,,3,,
BellviewBench,BB,control,north,Lathyrus lanszwertii,30,C,open-hand,7/17/19,7/26/19,,4,3,,,,,,,,,,3,,
Meridian,MR,control,north,Lathyrus lanszwertii,2,C,open,07/10/2019,7/25/19,,4,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,6,F,open,07/10/2019,7/18/19,,5,1,,,,,,,,,,1,,
Meridian,MR,control,north,Lathyrus lanszwertii,7,D,open,07/10/2019,7/18/19,,3,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,12,N,open,07/10/2019,7/18/19,,2,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,14,B,open,07/10/2019,7/29/19,,7,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,24,C,open,07/10/2019,7/18/19,,2,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,7,L,open-hand,07/10/2019,7/18/19,,4,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,7,I,open-hand,07/10/2019,7/25/19,,9,2,,,,,,,,,,2,,
Meridian,MR,control,north,Lathyrus lanszwertii,8,L,open-hand,07/10/2019,7/29/19,,5,2,,,,,,,,,,2,,
Meridian,MR,control,north,Lathyrus lanszwertii,9,M,open-hand,07/10/2019,7/18/19,,4,1,,,,,,,,,,1,,
Meridian,MR,control,north,Lathyrus lanszwertii,11,L,open-hand,07/10/2019,7/18/19,,3,0,,,,,,,,,,0,,
Meridian,MR,control,north,Lathyrus lanszwertii,14,F,open-hand,07/10/2019,7/18/19,,2,1,,,,,,,,,,1,,
Meridian,MR,control,north,Lathyrus lanszwertii,16,N,open-hand,07/10/2019,7/25/19,,6,3,,,,,,,,,,3,,
Pfieler,PF,control,south,Lathyrus lanszwertii,1,C,open,7/15/19,7/22/19,,3,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,2,D,open,7/15/19,7/22/19,,5,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,14,D,open,7/15/19,7/22/19,,2,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,15,N,open,7/15/19,7/29/19,,4,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,16,N,open,7/15/19,7/22/19,,2,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,17,F,open,7/15/19,7/22/19,,8,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,19,C,open,7/15/19,7/22/19,,5,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,30,J,open,7/15/19,7/29/19,,6,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,2,N,open-hand,7/15/19,7/29/19,,3,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,11,L,open-hand,7/15/19,7/29/19,,4,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,15,H,open-hand,7/15/19,7/29/19,,7,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,16,B,open-hand,7/15/19,7/22/19,,2,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,17,L,open-hand,7/15/19,7/22/19,,12,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,18,G,open-hand,7/15/19,7/22/19,,2,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,20,L,open-hand,7/15/19,7/22/19,,5,0,,,,,,,,,,0,,
Pfieler,PF,control,south,Lathyrus lanszwertii,30,F,open-hand,7/15/19,7/22/19,,6,0,,,,,,,,,,0,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,16,F,open,07/12/2019,08/02/2019,,8,2,,,,,,,,,,2,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,19,L,open,07/12/2019,NA,,18,0,,,,,,,,,,0,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,22,A,open,07/12/2019,7/19/19,,3,0,,,,,,,,,,0,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,25,M,open,07/12/2019,08/02/2019,,8,1,,,,,,,,,,1,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,28,J,open,07/12/2019,7/19/19,,2,1,,,,,,,,,,1,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,16,J,open-hand,07/12/2019,NA,,6,2,,,,,,,,,,2,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,22,A,open-hand,07/12/2019,7/19/19,,2,0,,,,,,,,,,0,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,22,A,open-hand,07/12/2019,7/19/19,,5,4,,,,,,,,,,4,,
StupidFalls,SF,control,north,Lathyrus lanszwertii,22,A,open-hand,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,1,J,open,07/09/2019,7/18/19,,3,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,2,N,open,07/09/2019,07/05/2019,,11,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,2,D,open,07/09/2019,7/22/19,,8,1,,,,,,,,,,1,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,12,O,open,07/09/2019,7/22/19,,3,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,18,O,open,07/09/2019,7/18/19,,6,1,,,,,,,,,,1,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,20,L,open,07/09/2019,7/29/19,,5,3,,,,,,,,,,3,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,23,H,open,07/09/2019,7/29/19,,5,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,1,N,open-hand,07/03/2019,07/09/2019,,2,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,2,N,open-hand,07/03/2019,7/25/19,,3,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,2,D,open-hand,07/03/2019,07/09/2019,,1,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,6,K,open-hand,07/03/2019,7/22/19,,4,0,,,,,,,,,,0,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,20,O,open-hand,07/09/2019,7/18/19,,3,3,,,,,,,,,,3,,
WG3C,WG3C,control,north,Lathyrus lanszwertii,25,D,open-hand,07/09/2019,7/18/19,,4,1,,,,,,,,,,1,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,K,open,07/10/2019,7/16/19,,2,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,J,open,07/10/2019,07/12/2019,,4,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,G,open,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,A,open,7/16/19,7/23/19,,6,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,4,O,open,07/10/2019,7/23/19,,8,2,,,,,,,,,,2,,
403Bench,403B,manip,north,Lathyrus lanszwertii,4,P,open,7/16/19,7/23/19,,3,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,11,L,open,07/12/2019,7/23/19,,5,1,,,,,,,,,,1,,
403Bench,403B,manip,north,Lathyrus lanszwertii,19,D,open,7/16/19,7/23/19,,7,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,F,open-hand,07/10/2019,7/23/19,,14,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,M,open-hand,07/12/2019,7/19/19,,2,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,2,B,open-hand,07/12/2019,7/16/19,,5,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,9,B,open-hand,07/10/2019,7/19/19,,5,2,,,,,,,,,,2,,
403Bench,403B,manip,north,Lathyrus lanszwertii,10,M,open-hand,07/10/2019,7/19/19,,8,2,,,,,,,,,,2,,
403Bench,403B,manip,north,Lathyrus lanszwertii,11,K,open-hand,NA,7/23/19,,5,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,19,C,open-hand,07/12/2019,7/23/19,,2,0,,,,,,,,,,0,,
403Bench,403B,manip,north,Lathyrus lanszwertii,22,C,open-hand,07/12/2019,7/23/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,manip,north,Lathyrus lanszwertii,3,M,open,07/10/2019,7/19/19,,6,0,,,,,,,,,,0,,
AveryPicnic,AP,manip,north,Lathyrus lanszwertii,4,O,open,07/12/2019,7/19/19,,4,0,,,,,,,,,,0,,
AveryPicnic,AP,manip,north,Lathyrus lanszwertii,6,O,open,07/12/2019,7/19/19,,3,0,,,,,,,,,,0,,
